ID	ChoiceA	ChoiceB	ChoiceC	ChoiceD
4882	The definition A	Democratic definition B	Time definition C	Discussion definition D
4883	Civil definition A	Health definition B	Art definition C	Why definition D
4884	Receive definition A	Difficult definition B	Fall definition C	Reveal definition D
4885	Almost definition A	Growth definition B	Ability definition C	Present definition D
4886	Nor definition A	Case definition B	True definition C	Glass definition D
4887	Away definition A	Long definition B	Work definition C	Now definition D
4888	Time definition A	Catch definition B	Lay definition C	Citizen definition D
4889	Challenge definition A	Item definition B	Sense definition C	Continue definition D
4890	None definition A	Bill definition B	Idea definition C	Nothing definition D
4891	Management definition A	Democratic definition B	Left definition C	Activity definition D
4892	Pull definition A	Day definition B	Thus definition C	Job definition D
4893	Half definition A	Unit definition B	Rise definition C	He definition D
4894	Other definition A	Return definition B	Fall definition C	Across definition D
4895	Job definition A	Look definition B	Blue definition C	Opportunity definition D
4896	Current definition A	Structure definition B	Sell definition C	Reason definition D
4897	Guess definition A	Truth definition B	Coach definition C	Green definition D
4898	However definition A	Budget definition B	Ok definition C	Feeling definition D
4899	Figure definition A	Process definition B	Maybe definition C	Kitchen definition D
4900	Pull definition A	Three definition B	Writer definition C	Less definition D
4901	Population definition A	Democratic definition B	Finally definition C	Fill definition D
4902	Son definition A	Rich definition B	Contain definition C	Play definition D
4903	City definition A	Positive definition B	It definition C	Realize definition D
4904	Nor definition A	It definition B	Under definition C	Ten definition D
4905	Agency definition A	Ball definition B	Country definition C	Central definition D
4906	Section definition A	Quickly definition B	Ahead definition C	Employee definition D
4907	Decide definition A	Clearly definition B	Analysis definition C	Region definition D
4908	Work definition A	North definition B	Actually definition C	Peace definition D
4909	Enter definition A	Right definition B	No definition C	Image definition D
4910	Put definition A	Customer definition B	Save definition C	Large definition D
4911	Such definition A	Son definition B	Such definition C	Memory definition D
4912	No definition A	Hear definition B	Ready definition C	Better definition D
4913	Thus definition A	Station definition B	Your definition C	Low definition D
4914	From definition A	Agent definition B	State definition C	Structure definition D
4915	Station definition A	Usually definition B	Level definition C	Difference definition D
4916	Nor definition A	Enough definition B	Himself definition C	Current definition D
4917	Camera definition A	Later definition B	Sit definition C	Action definition D
4918	Fast definition A	Feel definition B	Machine definition C	Whether definition D
4919	Own definition A	Away definition B	Everything definition C	Mission definition D
4920	Surface definition A	Analysis definition B	Respond definition C	Manager definition D
4921	Two definition A	Consider definition B	Number definition C	Everything definition D
4922	Property definition A	Sport definition B	Her definition C	Between definition D
4923	Cold definition A	Computer definition B	Policy definition C	Worker definition D
4924	State definition A	Yourself definition B	Energy definition C	Clear definition D
4925	Anyone definition A	Morning definition B	Daughter definition C	Effort definition D
4926	Person definition A	Law definition B	Trial definition C	Admit definition D
4927	From definition A	Both definition B	Onto definition C	Conference definition D
4928	Agree definition A	Commercial definition B	Skin definition C	Cost definition D
4929	Forward definition A	Summer definition B	Information definition C	Artist definition D
4930	Growth definition A	Instead definition B	Establish definition C	Man definition D
4931	Republican definition A	Marriage definition B	Your definition C	Even definition D
4932	Cold definition A	Out definition B	Nature definition C	Quite definition D
4933	Despite definition A	Program definition B	Central definition C	Under definition D
4934	Do definition A	Step definition B	Opportunity definition C	Situation definition D
4935	Camera definition A	Third definition B	Admit definition C	Affect definition D
4936	Than definition A	Administration definition B	Bed definition C	Scene definition D
4937	Method definition A	Her definition B	Create definition C	Throughout definition D
4938	Task definition A	Scientist definition B	Talk definition C	Deal definition D
4939	Economic definition A	Many definition B	Lead definition C	Event definition D
4940	Than definition A	Similar definition B	State definition C	Whole definition D
4941	Trip definition A	Charge definition B	Past definition C	Claim definition D
4942	Visit definition A	Collection definition B	Nature definition C	Point definition D
4943	Style definition A	Sell definition B	From definition C	Congress definition D
4944	Republican definition A	Draw definition B	Plant definition C	Serious definition D
4945	Protect definition A	Threat definition B	She definition C	Account definition D
4946	Matter definition A	Since definition B	Who definition C	Learn definition D
